EN,SV,PLURAL
Administration > MARC bibliographic frameworks,Administration > MARC bibliographic frameworks,Administration > MARC bibliographic frameworks
create an authorized value category,create an authorized value category,create an authorized value category
add authorized values,add authorized values,add authorized values
attach files,attach files,attach files
merge_authority cron job,merge_authority cron job,merge_authority cron job
LinkerRelink,LinkerRelink,LinkerRelink
AutoLinkBiblios,AutoLinkBiblios,AutoLinkBiblios
Implementation checklist,Implementation checklist,Implementation checklist
OCLC Cataloging Services,OCLC Cataloging Services,OCLC Cataloging Services
item records,item records,item records
edit\_catalogue permission,edit\_catalogue permission,edit\_catalogue permission
bibliographic framework,bibliographic framework,bibliographic framework
Administration module,Administration module,Administration module
Z39.50/SRU servers,Z39.50/SRU servers,Z39.50/SRU servers
AdditionalFieldsInZ3950ResultSearch,AdditionalFieldsInZ3950ResultSearch,AdditionalFieldsInZ3950ResultSearch
MARCFieldDocURL,MARCFieldDocURL,MARCFieldDocURL
editing subfields,editing subfields,editing subfields
advanced\_editor permission,advanced\_editor permission,advanced\_editor permission
MarcFieldDocURL,MarcFieldDocURL,MarcFieldDocURL
keyboard shortcuts,keyboard shortcuts,keyboard shortcuts
create\_shared\_macros permission,create\_shared\_macros permission,create\_shared\_macros permission
delete\_shared\_macros permission,delete\_shared\_macros permission,delete\_shared\_macros permission
stage records for import,stage records for import,stage records for import
"import the prepared, or ""staged"", files","import the prepared, or ""staged"", files","import the prepared, or ""staged"", files"
Manage staged records,Manage staged records,Manage staged records
MARC modification template,MARC modification template,MARC modification template
record matching rules,record matching rules,record matching rules
AggressiveMatchOnISBN,AggressiveMatchOnISBN,AggressiveMatchOnISBN
Manage staged records tool,Manage staged records tool,Manage staged records tool
ordering from a staged file,ordering from a staged file,ordering from a staged file
manage\_staged\_marc permission,manage\_staged\_marc permission,manage\_staged\_marc permission
staged your records for import,staged your records for import,staged your records for import
Stage records for import tool,Stage records for import tool,Stage records for import tool
staging step,staging step,staging step
cleanup\_database cronjob,cleanup\_database cronjob,cleanup\_database cronjob
Easy Analytics,Easy Analytics,Easy Analytics
Analytics enhanced workflow,Analytics enhanced workflow,Analytics enhanced workflow
adding records,adding records,adding records
records\_batchmod permission,records\_batchmod permission,records\_batchmod permission
marc\_modification\_templates permission,marc\_modification\_templates permission,marc\_modification\_templates permission
staging MARC records for import,staging MARC records for import,staging MARC records for import
making batch record modifications,making batch record modifications,making batch record modifications
staging records,staging records,staging records
frameworks,frameworks,frameworks
Google books,Google books,Google books
NovelList Select,NovelList Select,NovelList Select
Coce image cache server,Coce image cache server,Coce image cache server
remote cover images with custom URLs,remote cover images with custom URLs,remote cover images with custom URLs
Local cover images,Local cover images,Local cover images
upload\_local\_cover\_images permission,upload\_local\_cover\_images permission,upload\_local\_cover\_images permission
MergeReportFields,MergeReportFields,MergeReportFields
add them to a list,add them to a list,add them to a list
Add duplicate records to a list,Add duplicate records to a list,Add duplicate records to a list
view the list,view the list,view the list
merging via cataloging,merging via cataloging,merging via cataloging
Deleting items section of this manual,Deleting items section of this manual,Deleting items section of this manual
records\_batchdel permission,records\_batchdel permission,records\_batchdel permission
catalog concerns report,catalog concerns report,catalog concerns report
edit\_items permission,edit\_items permission,edit\_items permission
item templates,item templates,item templates
2 - Source of classification or shelving scheme,2 - Source of classification or shelving scheme,2 - Source of classification or shelving scheme
a - Home library,a - Home library,a - Home library
b - Current library,b - Current library,b - Current library
o - Full call number,o - Full call number,o - Full call number
cataloging plugin,cataloging plugin,cataloging plugin
p - Barcode,p - Barcode,p - Barcode
"v - Cost, replacement price","v - Cost, replacement price","v - Cost, replacement price"
952$y - Koha item type,952$y - Koha item type,952$y - Koha item type
framework editor,framework editor,framework editor
adding new authorized values,adding new authorized values,adding new authorized values
item template,item template,item template
SpineLabelShowPrintOnBibDetails,SpineLabelShowPrintOnBibDetails,SpineLabelShowPrintOnBibDetails
manage\_item\_editor\_templates permission,manage\_item\_editor\_templates permission,manage\_item\_editor\_templates permission
add a new item,add a new item,add a new item
StaffDetailItemSelection,StaffDetailItemSelection,StaffDetailItemSelection
batch item modification,batch item modification,batch item modification
item summary,item summary,item summary
items\_batchmod permission,items\_batchmod permission,items\_batchmod permission
default framework,default framework,default framework
batch item modification tool as above,batch item modification tool as above,batch item modification tool as above
manage\_item\_groups permission,manage\_item\_groups permission,manage\_item\_groups permission
automatic\_renewals.pl cronjob,automatic\_renewals.pl cronjob,automatic\_renewals.pl cronjob
local holds priority,local holds priority,local holds priority
upload\_local\_cover\_images) permission,upload\_local\_cover\_images) permission,upload\_local\_cover\_images) permission
merge records tool,merge records tool,merge records tool
delete\_all\_items permission,delete\_all\_items permission,delete\_all\_items permission
batch delete tool,batch delete tool,batch delete tool
items\_batchdel permission,items\_batchdel permission,items\_batchdel permission
corresponding cron job,corresponding cron job,corresponding cron job
952$d,952$d,952$d
952$w,952$w,952$w
952$s,952$s,952$s
952$r,952$r,952$r
damaged status,damaged status,damaged status
withdrawn status,withdrawn status,withdrawn status
StockRotation system preference,StockRotation system preference,StockRotation system preference
stockrotation permission,stockrotation permission,stockrotation permission
create rotation plans (rotas),create rotation plans (rotas),create rotation plans (rotas)
assign items to them,assign items to them,assign items to them
cronjob,cronjob,cronjob
stockrotation.pl cron job,stockrotation.pl cron job,stockrotation.pl cron job
add new rotation plans (rotas),add new rotation plans (rotas),add new rotation plans (rotas)
manage\_rotas permission,manage\_rotas permission,manage\_rotas permission
stages,stages,stages
manage\_rota\_items permission,manage\_rota\_items permission,manage\_rota\_items permission
EDI,EDI,EDI
mapped to your MARC frameworks,mapped to your MARC frameworks,mapped to your MARC frameworks
Administration > Classification sources,Administration > Classification sources,Administration > Classification sources
edit the template,edit the template,edit the template
Staged MARC management,Staged MARC management,Staged MARC management
'Currently available batches' page,'Currently available batches' page,'Currently available batches' page
SpineLabelFormat,SpineLabelFormat,SpineLabelFormat
editauthorities permission,editauthorities permission,editauthorities permission
edit,edit,edit
merge,merge,merge
delete,delete,delete
merge\_authorities.pl script,merge\_authorities.pl script,merge\_authorities.pl script
export\_catalog permission,export\_catalog permission,export\_catalog permission
editcatalogue sub-permissions,editcatalogue sub-permissions,editcatalogue sub-permissions
inventory permission,inventory permission,inventory permission
creating a shelf list,creating a shelf list,creating a shelf list
942 (MARC21) or 942 and 099 (UNIMARC),942 (MARC21) or 942 and 099 (UNIMARC),942 (MARC21) or 942 and 099 (UNIMARC)
952 (MARC21) or 995 (UNIMARC),952 (MARC21) or 995 (UNIMARC),952 (MARC21) or 995 (UNIMARC)
999 (MARC21) or 001 and 090 (UNIMARC),999 (MARC21) or 001 and 090 (UNIMARC),999 (MARC21) or 001 and 090 (UNIMARC)
update\_totalissues.pl,update\_totalissues.pl,update\_totalissues.pl
942$h,942$h,942$h
942$i,942$i,942$i
942$2,942$2,942$2
952$y (MARC21) or 995$r (UNIMARC),952$y (MARC21) or 995$r (UNIMARC),952$y (MARC21) or 995$r (UNIMARC)
indexed,indexed,indexed
search,search,search
article requests,article requests,article requests
942$i (MARC21),942$i (MARC21),942$i (MARC21)
942$6,942$6,942$6
942$h (MARC21),942$h (MARC21),942$h (MARC21)
YES\_NO authorized value category,YES\_NO authorized value category,YES\_NO authorized value category
BlockReturnOfWithdrawnItems,BlockReturnOfWithdrawnItems,BlockReturnOfWithdrawnItems
Search results,Search results,Search results
952$v (MARC21) or 995$g (UNIMARC),952$v (MARC21) or 995$g (UNIMARC),952$v (MARC21) or 995$g (UNIMARC)
longoverdue.pl cronjob,longoverdue.pl cronjob,longoverdue.pl cronjob
BlockReturnOfLostItems,BlockReturnOfLostItems,BlockReturnOfLostItems
952$o (MARC21) or 995$k (UNIMARC),952$o (MARC21) or 995$k (UNIMARC),952$o (MARC21) or 995$k (UNIMARC)
952$6 (MARC21) or 995$s (UNIMARC),952$6 (MARC21) or 995$s (UNIMARC),952$6 (MARC21) or 995$s (UNIMARC)
RESTRICTED authorized value category,RESTRICTED authorized value category,RESTRICTED authorized value category
952$2 (MARC21) or 995$4 (UNIMARC),952$2 (MARC21) or 995$4 (UNIMARC),952$2 (MARC21) or 995$4 (UNIMARC)
TrapHoldsOnOrder,TrapHoldsOnOrder,TrapHoldsOnOrder
SkipHoldTrapOnNotForLoanValue,SkipHoldTrapOnNotForLoanValue,SkipHoldTrapOnNotForLoanValue
UpdateNotForLoanStatusOnCheckout,UpdateNotForLoanStatusOnCheckout,UpdateNotForLoanStatusOnCheckout
952$c (MARC21) or 995$e (UNIMARC),952$c (MARC21) or 995$e (UNIMARC),952$c (MARC21) or 995$e (UNIMARC)
Library transfer limits,Library transfer limits,Library transfer limits
BranchTransferLimitsType,BranchTransferLimitsType,BranchTransferLimitsType
facets in the search results,facets in the search results,facets in the search results
transfer limits,transfer limits,transfer limits
OpacLocationBranchToDisplay,OpacLocationBranchToDisplay,OpacLocationBranchToDisplay
OpacLocationOnDetail,OpacLocationOnDetail,OpacLocationOnDetail
952$9 (MARC21) or 995$9 (UNIMARC),952$9 (MARC21) or 995$9 (UNIMARC),952$9 (MARC21) or 995$9 (UNIMARC)
STACK authorized value category,STACK authorized value category,STACK authorized value category
942$0 (MARC21) or 099$x (UNIMARC),942$0 (MARC21) or 099$x (UNIMARC),942$0 (MARC21) or 099$x (UNIMARC)
create a RSS feed,create a RSS feed,create a RSS feed
952$d (MARC21) or 995$5 (UNIMARC),952$d (MARC21) or 995$5 (UNIMARC),952$d (MARC21) or 995$5 (UNIMARC)
importing MARC records,importing MARC records,importing MARC records
edit\_borrowers permission,edit\_borrowers permission,edit\_borrowers permission
slips,slips,slips
ROADTYPE authorized value category,ROADTYPE authorized value category,ROADTYPE authorized value category
adding authorized values,adding authorized values,adding authorized values
Bsort1 authorized value category,Bsort1 authorized value category,Bsort1 authorized value category
Bsort2 authorized value category,Bsort2 authorized value category,Bsort2 authorized value category
automatic_renewal cronjob,automatic_renewal cronjob,automatic_renewal cronjob
statistical patrons,statistical patrons,statistical patrons
SIP2 patrons,SIP2 patrons,SIP2 patrons
self checkout user,self checkout user,self checkout user
HouseboundModule,HouseboundModule,HouseboundModule
housebound role,housebound role,housebound role
additional patron attributes,additional patron attributes,additional patron attributes
advance notices and hold notices,advance notices and hold notices,advance notices and hold notices
PatronDuplicateMatchingAddFIelds,PatronDuplicateMatchingAddFIelds,PatronDuplicateMatchingAddFIelds
accounting tab,accounting tab,accounting tab
Add a Patron,Add a Patron,Add a Patron
Add a new patron,Add a new patron,Add a new patron
tracking inhouse use,tracking inhouse use,tracking inhouse use
Upload patron images,Upload patron images,Upload patron images
FailedLoginAttempts,FailedLoginAttempts,FailedLoginAttempts
LockExpiredDelay,LockExpiredDelay,LockExpiredDelay
'Forgot your password?','Forgot your password?','Forgot your password?'
Restrictions,Restrictions,Restrictions
restrictions tab,restrictions tab,restrictions tab
Overdue/notice status triggers,Overdue/notice status triggers,Overdue/notice status triggers
add patron form,add patron form,add patron form
edit patron form,edit patron form,edit patron form
BOR\_NOTES authorized value category,BOR\_NOTES authorized value category,BOR\_NOTES authorized value category
update patron categories,update patron categories,update patron categories
BorrowerRenewalPeriodBase,BorrowerRenewalPeriodBase,BorrowerRenewalPeriodBase
Modificaton log,Modificaton log,Modificaton log
delete\_borrowers permission,delete\_borrowers permission,delete\_borrowers permission
edit the patron,edit the patron,edit the patron
permissions permission,permissions permission,permissions permission
staffaccess permission,staffaccess permission,staffaccess permission
circulation,circulation,circulation
item bookings,item bookings,item bookings
manage the checkout notes,manage the checkout notes,manage the checkout notes
patron curbside pickup appointments,patron curbside pickup appointments,patron curbside pickup appointments
add a manual restriction,add a manual restriction,add a manual restriction
force\_checkout,force\_checkout,force\_checkout
Overdues,Overdues,Overdues
Overdues with fines,Overdues with fines,Overdues with fines
circulate\_remaining\_permissions,circulate\_remaining\_permissions,circulate\_remaining\_permissions
simple search,simple search,simple search
creating private or public lists,creating private or public lists,creating private or public lists
adding items to private lists and public lists,adding items to private lists and public lists,adding items to private lists and public lists
administration module,administration module,administration module
auhorized values,auhorized values,auhorized values
jobs management,jobs management,jobs management
manage\_circ\_rules,manage\_circ\_rules,manage\_circ\_rules
table settings,table settings,table settings
circulate,circulate,circulate
identity providers,identity providers,identity providers
item circulation alerts,item circulation alerts,item circulation alerts
keyboard shortcuts management section,keyboard shortcuts management section,keyboard shortcuts management section
share content with Mana KB,share content with Mana KB,share content with Mana KB
MARC Bibliographic framework test,MARC Bibliographic framework test,MARC Bibliographic framework test
OAI sets configuration,OAI sets configuration,OAI sets configuration
patron restriction types,patron restriction types,patron restriction types
SMS cellular providers,SMS cellular providers,SMS cellular providers
SMTP servers,SMTP servers,SMTP servers
library transfer limits,library transfer limits,library transfer limits
transport cost matrix,transport cost matrix,transport cost matrix
share your usage statistics,share your usage statistics,share your usage statistics
patrons,patrons,patrons
delete patrons,delete patrons,delete patrons
list\_borrowers permission,list\_borrowers permission,list\_borrowers permission
send custom emails to patrons,send custom emails to patrons,send custom emails to patrons
internal notes,internal notes,internal notes
edit\_borrowers,edit\_borrowers,edit\_borrowers
set permissions,set permissions,set permissions
alter the holds priority,alter the holds priority,alter the holds priority
place holds in the staff interface,place holds in the staff interface,place holds in the staff interface
cataloging,cataloging,cataloging
create macros,create macros,create macros
delete all of a record's items,delete all of a record's items,delete all of a record's items
delete macros,delete macros,delete macros
add bibliographic records,add bibliographic records,add bibliographic records
duplicating records,duplicating records,duplicating records
edit existing bibliographic records,edit existing bibliographic records,edit existing bibliographic records
merge existing bibliographic records,merge existing bibliographic records,merge existing bibliographic records
delete bibliographic records,delete bibliographic records,delete bibliographic records
add new items,add new items,add new items
edit items,edit items,edit items
delete items,delete items,delete items
SubfieldsToAllowForRestrictedEditing,SubfieldsToAllowForRestrictedEditing,SubfieldsToAllowForRestrictedEditing
sources,sources,sources
remaining\_permissions permission,remaining\_permissions permission,remaining\_permissions permission
add manual credits to a patron's account,add manual credits to a patron's account,add manual credits to a patron's account
create manual invoices in a patron's account,create manual invoices in a patron's account,create manual invoices in a patron's account
pay existing charges,pay existing charges,pay existing charges
cancel charges,cancel charges,cancel charges
void payments,void payments,void payments
write off patron fees,write off patron fees,write off patron fees
fund administration page,fund administration page,fund administration page
budget\_add\_del permission,budget\_add\_del permission,budget\_add\_del permission
contracts with vendors,contracts with vendors,contracts with vendors
invoices,invoices,invoices
EDI account,EDI account,EDI account
EDI messages,EDI messages,EDI messages
"create, edit, close and delete basket groups","create, edit, close and delete basket groups","create, edit, close and delete basket groups"
"create, edit, and delete vendor issues","create, edit, and delete vendor issues","create, edit, and delete vendor issues"
merge invoices,merge invoices,merge invoices
place orders,place orders,place orders
creating baskets,creating baskets,creating baskets
adding order lines,adding order lines,adding order lines
edit existing baskets,edit existing baskets,edit existing baskets
closing baskets,closing baskets,closing baskets
order from a new file,order from a new file,order from a new file
order from titles with highest hold ratios,order from titles with highest hold ratios,order from titles with highest hold ratios
receive orders,receive orders,receive orders
claim late orders,claim late orders,claim late orders
budget administration page,budget administration page,budget administration page
budget planning,budget planning,budget planning
"add, edit, and delete vendors","add, edit, and delete vendors","add, edit, and delete vendors"
acquisition module,acquisition module,acquisition module
purchase suggestion management,purchase suggestion management,purchase suggestion management
suggestion\_manage,suggestion\_manage,suggestion\_manage
create and manage purchase suggestions,create and manage purchase suggestions,create and manage purchase suggestions
tools,tools,tools
cataloguing tools,cataloguing tools,cataloguing tools
access files tool,access files tool,access files tool
batch extend due dates tool,batch extend due dates tool,batch extend due dates tool
patron image upload tool,patron image upload tool,patron image upload tool
batch patron deletion and anonymization tool,batch patron deletion and anonymization tool,batch patron deletion and anonymization tool
quote editor,quote editor,quote editor
export catalog data tool,export catalog data tool,export catalog data tool
import patrons tool,import patrons tool,import patrons tool
item modifications by age tool,item modifications by age tool,item modifications by age tool
SubfieldsToAllowForRestrictedBatchmod,SubfieldsToAllowForRestrictedBatchmod,SubfieldsToAllowForRestrictedBatchmod
label creator,label creator,label creator
barcode image generator tool,barcode image generator tool,barcode image generator tool
quick spine label creator tool,quick spine label creator tool,quick spine label creator tool
patron lists tool,patron lists tool,patron lists tool
manage staged MARC records tool,manage staged MARC records tool,manage staged MARC records tool
MARC modification templates tool,MARC modification templates tool,MARC modification templates tool
tags tool,tags tool,tags tool
batch record deletion tool,batch record deletion tool,batch record deletion tool
batch record modification tool,batch record modification tool,batch record modification tool
rotating collections tool,rotating collections tool,rotating collections tool
stage MARC records tool,stage MARC records tool,stage MARC records tool
upload local cover image tool,upload local cover image tool,upload local cover image tool
add local cover images from the record detail page,add local cover images from the record detail page,add local cover images from the record detail page
delete local cover images,delete local cover images,delete local cover images
add cover images to items,add cover images to items,add cover images to items
upload\_general\_files,upload\_general\_files,upload\_general\_files
authority records,authority records,authority records
search authorities,search authorities,search authorities
manage serial numbering patterns,manage serial numbering patterns,manage serial numbering patterns
manage serial frequencies,manage serial frequencies,manage serial frequencies
check the expiration date of serials,check the expiration date of serials,check the expiration date of serials
claim missing issues,claim missing issues,claim missing issues
add new subscriptions,add new subscriptions,add new subscriptions
edit existing serial subscriptions,edit existing serial subscriptions,edit existing serial subscriptions
receive issues,receive issues,receive issues
renew serial subscriptions,renew serial subscriptions,renew serial subscriptions
routing lists,routing lists,routing lists
statistics wizard,statistics wizard,statistics wizard
Circulation page,Circulation page,Circulation page
guided reports,guided reports,guided reports
SQL reports,SQL reports,SQL reports
run custom SQL reports,run custom SQL reports,run custom SQL reports
"passwords, and usernames","passwords, and usernames","passwords, and usernames"
add items to existing courses,add items to existing courses,add items to existing courses
"create, edit and delete courses","create, edit and delete courses","create, edit and delete courses"
administrative plugins,administrative plugins,administrative plugins
install or uninstall plugins,install or uninstall plugins,install or uninstall plugins
patron clubs,patron clubs,patron clubs
create and edit patron clubs,create and edit patron clubs,create and edit patron clubs
patron clubs tool,patron clubs tool,patron clubs tool
create and edit club templates,create and edit club templates,create and edit club templates
enroll patrons,enroll patrons,enroll patrons
borrowers permission,borrowers permission,borrowers permission
interlibrary loan (ILL) module,interlibrary loan (ILL) module,interlibrary loan (ILL) module
self checkout,self checkout,self checkout
self checkin,self checkin,self checkin
AutoSelfCheckID,AutoSelfCheckID,AutoSelfCheckID
stockrotation,stockrotation,stockrotation
manage the items in the rotas,manage the items in the rotas,manage the items in the rotas
manage rotas,manage rotas,manage rotas
cash registers functionalities,cash registers functionalities,cash registers functionalities
cash register transaction history,cash register transaction history,cash register transaction history
cash register cashups,cash register cashups,cash register cashups
recalls,recalls,recalls
recall management page,recall management page,recall management page
logging into the staff interface,logging into the staff interface,logging into the staff interface
set the library,set the library,set the library
Checking out,Checking out,Checking out
unsuspend_holds cron job,unsuspend_holds cron job,unsuspend_holds cron job
recalls are enabled,recalls are enabled,recalls are enabled
recalls requested by the patron,recalls requested by the patron,recalls requested by the patron
manage them,manage them,manage them
claimed they returned items,claimed they returned items,claimed they returned items
resolve claims,resolve claims,resolve claims
manage\_restrictions,manage\_restrictions,manage\_restrictions
patron restriction types administration page,patron restriction types administration page,patron restriction types administration page
discharge,discharge,discharge
setting flags in their accounts,setting flags in their accounts,setting flags in their accounts
RestrictionBlockRenewing,RestrictionBlockRenewing,RestrictionBlockRenewing
CumulativeRestrictionPeriods,CumulativeRestrictionPeriods,CumulativeRestrictionPeriods
OverduesBlockCirc,OverduesBlockCirc,OverduesBlockCirc
OverduesBlockRenewing,OverduesBlockRenewing,OverduesBlockRenewing
updatecharges permission,updatecharges permission,updatecharges permission
updatecharges,updatecharges,updatecharges
payout permission,payout permission,payout permission
refund permission,refund permission,refund permission
discount permission,discount permission,discount permission
Patron types and categories,Patron types and categories,Patron types and categories
Item iypes,Item iypes,Item iypes
article request fees,article request fees,article request fees
manual\_invoice permission,manual\_invoice permission,manual\_invoice permission
payment page,payment page,payment page
Writing off an individual charge,Writing off an individual charge,Writing off an individual charge
PAYMENT\_TYPE authorized value category,PAYMENT\_TYPE authorized value category,PAYMENT\_TYPE authorized value category
RequirePaymentType,RequirePaymentType,RequirePaymentType
RequireCashRegister,RequireCashRegister,RequireCashRegister
Partially writing off an individual charge,Partially writing off an individual charge,Partially writing off an individual charge
writeoff permission,writeoff permission,writeoff permission
Paying an individual charge in full,Paying an individual charge in full,Paying an individual charge in full
Partially paying an individual charge,Partially paying an individual charge,Partially paying an individual charge
Paying selected charges,Paying selected charges,Paying selected charges
Void payments,Void payments,Void payments
manual\_credit permission,manual\_credit permission,manual\_credit permission
RecordStaffUserOnCheckout,RecordStaffUserOnCheckout,RecordStaffUserOnCheckout
BorrowersLog,BorrowersLog,BorrowersLog
IssueLog,IssueLog,IssueLog
ReturnLog,ReturnLog,ReturnLog
StatisticsFields,StatisticsFields,StatisticsFields
EnableBorrowerFiles,EnableBorrowerFiles,EnableBorrowerFiles
request discharges via the OPAC,request discharges via the OPAC,request discharges via the OPAC
borrower,borrower,borrower
chooser,chooser,chooser
deliverer,deliverer,deliverer
HSBND\_FREQ authorized value category,HSBND\_FREQ authorized value category,HSBND\_FREQ authorized value category
chooser role,chooser role,chooser role
deliverer role,deliverer role,deliverer role
serial permissions,serial permissions,serial permissions
'Alert subscriptions' tab in their online account,'Alert subscriptions' tab in their online account,'Alert subscriptions' tab in their online account
TwoFactorAuthentication,TwoFactorAuthentication,TwoFactorAuthentication
DefaultPatronSearchMethod,DefaultPatronSearchMethod,DefaultPatronSearchMethod
DefaultPatronSearchFields,DefaultPatronSearchFields,DefaultPatronSearchFields
patron attribute type,patron attribute type,patron attribute type
'patron list','patron list','patron list'
'merge the selected patrons','merge the selected patrons','merge the selected patrons'
hold has been filled,hold has been filled,hold has been filled
advance\_notices.pl cronjob,advance\_notices.pl cronjob,advance\_notices.pl cronjob
process\_message\_queue.pl cronjob,process\_message\_queue.pl cronjob,process\_message\_queue.pl cronjob
gather\_print\_notices.pl cronjob,gather\_print\_notices.pl cronjob,gather\_print\_notices.pl cronjob
advance notices or hold notices,advance notices or hold notices,advance notices or hold notices
send\_messages\_to\_patrons permission,send\_messages\_to\_patrons permission,send\_messages\_to\_patrons permission
Notices tab,Notices tab,Notices tab
Holds to pull,Holds to pull,Holds to pull
build_holds_queue.pl,build_holds_queue.pl,build_holds_queue.pl
HoldsQueueSkipClosed,HoldsQueueSkipClosed,HoldsQueueSkipClosed
overdue notice cron job,overdue notice cron job,overdue notice cron job
PrintNoticesMaxLines,PrintNoticesMaxLines,PrintNoticesMaxLines
gather\_print\_notices.pl,gather\_print\_notices.pl,gather\_print\_notices.pl
default circulation rule,default circulation rule,default circulation rule
Edit framework subfields,Edit framework subfields,Edit framework subfields
budget adminitration,budget adminitration,budget adminitration
AcquisitionLog,AcquisitionLog,AcquisitionLog
AuthFailureLog,AuthFailureLog,AuthFailureLog
AuthSuccessLog,AuthSuccessLog,AuthSuccessLog
AuthoritiesLog,AuthoritiesLog,AuthoritiesLog
bibliographic records and items,bibliographic records and items,bibliographic records and items
CataloguingLog,CataloguingLog,CataloguingLog
checkouts,checkouts,checkouts
checkins,checkins,checkins
renewals,renewals,renewals
item was checked out,item was checked out,item was checked out
item was checked in,item was checked in,item was checked in
checkout was renewed,checkout was renewed,checkout was renewed
RenewalLog,RenewalLog,RenewalLog
late orders are claimed,late orders are claimed,late orders are claimed
late order was claimed,late order was claimed,late order was claimed
ClaimsLog,ClaimsLog,ClaimsLog
FinesLog,FinesLog,FinesLog
HoldsLog,HoldsLog,HoldsLog
IllLog,IllLog,IllLog
patron files,patron files,patron files
NewsLog,NewsLog,NewsLog
notice and slips templates,notice and slips templates,notice and slips templates
NoticesLog,NoticesLog,NoticesLog
ReportsLog,ReportsLog,ReportsLog
SubscriptionLog,SubscriptionLog,SubscriptionLog
report writing tips on runtime parameters,report writing tips on runtime parameters,report writing tips on runtime parameters
UseICUStyleQuotes,UseICUStyleQuotes,UseICUStyleQuotes
cleanup database cron job,cleanup database cron job,cleanup database cron job
